,Gender,Resource_Access,Women_Empowerment_Metrics,Crop_Type,Soil_Type,Soil_Health_Index,Social_Impact_Index
2496,Transgender,Limited,1.078902985852702,Wheat,Loamy,3.2129882782603993,7.763566245138189
2497,Third gender,Abundant,1.5407322166857202,Maize,Sandy,1.157928065403853,8.12226586649643
2498,Transgender,Moderate,3.780785838812845,Rice,Clayey,7.480464395815961,2.3064733752514543
2499,Non-binary,Abundant,1.4810039462829385,Maize,Clayey,6.561132090097905,9.398471603948924
2500,Non-binary,Moderate,1.9229371064244751,Rice,Clayey,7.249469072603872,5.389828863649555
2501,Gender neutral,Abundant,2.402949193617235,Rice,Loamy,2.9289498575798185,6.659946627109179
2502,Male,Moderate,4.030939778009175,Rice,Loamy,7.186387516550843,6.779674504313165
2503,Non-binary,Moderate,3.329603859471759,Maize,Clayey,6.36738955923931,5.5445961303307065
2504,Third gender,Moderate,3.755999939954273,Rice,Sandy,4.29510681299803,2.2781983970903834
2505,Non-binary,Moderate,3.268049301680689,Wheat,Sandy,4.940432304709642,7.765780221021693
2506,Gender neutral,Abundant,3.734369700887476,Rice,Clayey,6.111284529460673,6.23607251611143
2507,Agender,Abundant,1.0113686146558898,Wheat,Loamy,5.43962958478801,2.0681255373164515
2508,Third gender,Moderate,4.723592577485718,Wheat,Sandy,6.77645259372434,7.302897717702478
2509,Gender neutral,Moderate,1.443680923499226,Wheat,Sandy,2.6288161984539564,7.3248693472584145
2510,Pangender,Abundant,2.6249963839076194,Wheat,Sandy,5.866389594245772,5.936378014863236
2511,Pangender,Moderate,4.084153480979419,Maize,Loamy,5.052515345780867,1.8149392926241124
2512,Female,Moderate,2.7409228720376957,Wheat,Clayey,5.149184446125984,4.1737962802305635
2513,Transgender,Moderate,4.787370206670063,Rice,Loamy,5.224438455243358,1.4583169686403088
2514,Male,Limited,2.870355793995067,Wheat,Sandy,8.933247674400855,5.298364169437522
2515,Genderqueer,Moderate,4.499757622410685,Rice,Clayey,8.36764697022954,9.15802418704639
2516,Two-spirit,Limited,4.243312453449084,Maize,Loamy,6.666129650534831,1.0202768435163136
2517,Gender neutral,Moderate,4.923945211194733,Wheat,Clayey,7.448382420421319,3.3997478773817096
2518,Agender,Abundant,4.706191123003902,Rice,Sandy,1.3852237246129597,8.198731910332764
2519,Two-spirit,Limited,4.592495338851515,Maize,Loamy,7.6959254744170185,1.0887475043944588
2520,Agender,Limited,3.9264173620778733,Maize,Clayey,5.375482196082838,1.0915609334140604
2521,Two-spirit,Moderate,2.467992589072883,Rice,Loamy,3.8597280809331482,6.497367274849592
2522,Gender neutral,Moderate,1.4245016742596097,Wheat,Sandy,2.2579926934432866,8.10279781118726
2523,Genderqueer,Limited,3.75458020905756,Maize,Clayey,1.6768791131679261,7.988548757200036
2524,Two-spirit,Abundant,4.91461632535186,Rice,Sandy,1.4039711694705082,8.016202186743582
2525,Gender neutral,Abundant,3.906417749327476,Wheat,Clayey,2.456165574012167,4.249057103358991
2526,Non-binary,Moderate,4.714917477109342,Maize,Sandy,1.2712941531796749,8.944517298470128
2527,Genderqueer,Abundant,4.217218851822067,Rice,Sandy,7.593780181982689,1.115520412570632
2528,Third gender,Abundant,1.652458700466715,Maize,Loamy,3.2375270711956574,3.8096986309507037
2529,Agender,Moderate,1.9968150823651492,Maize,Sandy,4.318663842388082,4.0346892535185095
2530,Pangender,Abundant,2.3674624070494015,Rice,Loamy,8.404445924342946,2.4901401323758705
2531,Transgender,Moderate,1.6730417773520165,Maize,Sandy,2.031917468721316,4.026033756928893
2532,Pangender,Limited,3.326605330692027,Rice,Sandy,8.520346272125915,6.272957170468981
2533,Genderqueer,Moderate,4.9018020965398055,Wheat,Sandy,6.755863154952593,5.682513814276442
2534,Third gender,Limited,4.045835333744634,Rice,Clayey,4.078265631441427,3.874846227260859
2535,Agender,Limited,2.6935469962698475,Wheat,Loamy,2.0602649176091585,7.7439476231421
2536,Third gender,Abundant,1.0180179239211546,Maize,Clayey,1.8234342760682123,7.433115205940265
2537,Two-spirit,Abundant,2.253104044552715,Rice,Loamy,4.019629114713886,3.5262682937239638
2538,Agender,Abundant,3.107037150768861,Rice,Sandy,2.2630777544624125,3.9090555350012575
2539,Two-spirit,Moderate,2.2970034954078824,Rice,Clayey,3.409392668277473,3.5876817876891485
2540,Gender neutral,Abundant,1.4441396920954381,Rice,Loamy,1.4766022040619209,2.15966049860094
2541,Genderqueer,Limited,2.771059827447578,Wheat,Sandy,6.35507579527029,7.775034786647693
2542,Gender neutral,Abundant,2.013011267862865,Wheat,Loamy,2.3074850525842403,1.4164885946372414
2543,Female,Abundant,4.636929505846005,Maize,Loamy,7.810590818130644,2.355224446930805
2544,Third gender,Moderate,1.407018114004063,Maize,Sandy,2.963574786501749,1.947740659730627
2545,Two-spirit,Moderate,1.1966105148988415,Maize,Clayey,8.181789214043672,8.428050779719008
2546,Non-binary,Limited,1.0212566766194482,Maize,Sandy,2.7089378760328096,1.3960766384807588
2547,Gender neutral,Moderate,2.312278737942631,Rice,Clayey,7.492299073311687,6.981645609249029
2548,Female,Abundant,3.6415473528035545,Wheat,Loamy,3.997672116626776,1.4002713856972313
2549,Male,Moderate,3.9216550115271707,Wheat,Loamy,6.248079954001075,8.077990635296194
2550,Pangender,Limited,2.8130467335268925,Wheat,Loamy,1.3479563288956458,9.214426777543737
2551,Agender,Abundant,3.737314601821067,Wheat,Clayey,5.457199909188317,5.381588492511053
2552,Female,Limited,2.4396561448614538,Maize,Sandy,2.338191052318569,8.240876209110661
2553,Genderqueer,Moderate,3.6712248799464677,Rice,Clayey,5.3768820452412385,7.357694795652055
2554,Gender neutral,Moderate,1.1623839412094936,Wheat,Loamy,2.272232177975347,8.160717629561205
2555,Genderqueer,Limited,2.5630119382680165,Rice,Loamy,4.9338020812543375,7.9009767957338966
2556,Pangender,Abundant,4.163398710532716,Rice,Sandy,1.9955873820905952,2.8483109536485873
2557,Non-binary,Moderate,4.212024121836006,Rice,Clayey,2.979563659608662,5.496031091393106
2558,Third gender,Moderate,3.8645951155027785,Rice,Loamy,6.3557104195346925,9.643727684137472
2559,Third gender,Abundant,1.8169544822794577,Wheat,Clayey,9.78994573489128,4.091796501233425
2560,Genderqueer,Moderate,1.988820475722533,Wheat,Clayey,5.042662915527748,9.73438381573358
2561,Two-spirit,Limited,4.984354909058049,Wheat,Sandy,7.184563233485522,6.248455402903622
2562,Non-binary,Moderate,1.4135120288078395,Maize,Sandy,5.854822039399377,5.154502758991996
2563,Third gender,Moderate,1.7226507956096375,Wheat,Loamy,5.48522140864994,6.91981718523582
2564,Non-binary,Abundant,1.5201050226005304,Maize,Sandy,1.5823377715586606,8.342552540599243
2565,Female,Limited,2.3106198547344623,Maize,Clayey,2.298676620477515,4.547873393656743
2566,Non-binary,Abundant,1.8407033409356934,Maize,Sandy,8.947519563093106,1.2965875760317416
2567,Transgender,Moderate,2.9907518381910885,Wheat,Clayey,4.69147883537623,7.379256681733702
2568,Pangender,Moderate,2.9040828275204795,Wheat,Loamy,6.528992289263119,9.605501060476467
2569,Third gender,Abundant,4.606022477805213,Wheat,Clayey,5.7540990944346255,6.624879852487043
2570,Non-binary,Abundant,1.138959789779126,Maize,Sandy,4.409941415961113,2.69573030690926
2571,Genderqueer,Abundant,2.2795183066710534,Maize,Sandy,4.49034888349838,3.234182789629993
2572,Male,Limited,3.3866315679883607,Rice,Loamy,5.999185053178055,9.187756467682368
2573,Transgender,Moderate,3.4192070473758553,Maize,Sandy,2.2702762132816927,1.1220588604402357
2574,Transgender,Abundant,2.920504916056837,Maize,Loamy,4.485331362289906,5.938719989170757
2575,Two-spirit,Moderate,4.262662163258534,Wheat,Loamy,5.022780124624652,2.428098806745602
2576,Non-binary,Limited,1.2508886856578352,Rice,Sandy,9.866136013085118,3.5448799169537146
2577,Two-spirit,Limited,4.261951062320543,Rice,Clayey,4.16309292357146,3.762834845439341
2578,Two-spirit,Limited,2.9790169617428144,Rice,Loamy,6.8012100629278205,2.973544729644948
2579,Male,Limited,1.5350427803080087,Wheat,Clayey,2.2367394984382134,8.131168564355402
2580,Female,Moderate,4.54280765416191,Rice,Sandy,1.589332436471972,3.9898825658088293
2581,Non-binary,Limited,3.596915118163854,Rice,Clayey,8.843878126011074,4.109364921389842
2582,Gender neutral,Limited,1.6541827472965571,Wheat,Clayey,7.576614121651178,5.077061323241132
2583,Third gender,Abundant,1.1345988935961064,Rice,Clayey,3.8574935883511214,9.120657598663803
2584,Two-spirit,Limited,1.564438593330597,Maize,Clayey,5.5412020260750605,7.193557288240147
2585,Pangender,Abundant,3.4351918407215742,Maize,Sandy,2.221697660066547,1.5557473375099993
2586,Agender,Limited,1.7171849410401938,Maize,Sandy,7.364442645827742,1.353357289329167
2587,Pangender,Limited,1.9030522995001125,Maize,Clayey,1.6329753287869506,6.097503066193228
2588,Male,Abundant,1.1005589030252567,Maize,Sandy,7.813297512470817,8.98354505554487
2589,Male,Limited,3.8917226889544145,Maize,Sandy,5.92152859242988,3.90926328400532
2590,Genderqueer,Moderate,4.241457599037748,Maize,Loamy,3.509654770780883,3.229946460119516
2591,Female,Moderate,4.187392707088493,Maize,Sandy,8.76316918655311,7.733719407817712
2592,Third gender,Limited,1.510272605457137,Maize,Clayey,9.87464683304969,6.418822298228447
2593,Two-spirit,Moderate,4.613204509555038,Wheat,Sandy,3.289141910778742,6.085246081211245
2594,Pangender,Abundant,3.68911531789632,Wheat,Sandy,8.256215346273393,2.34371079229187
2595,Agender,Limited,4.590114489507458,Maize,Sandy,7.7514968473881165,2.5836518679488707
2596,Male,Limited,2.7886420181226543,Wheat,Sandy,7.7247110899510245,3.5360899833162183
2597,Male,Abundant,2.747819444334791,Wheat,Loamy,9.615120503356245,2.8615504121374324
2598,Female,Abundant,4.138146074739581,Maize,Clayey,5.379553830717931,9.743002705417926
2599,Agender,Abundant,1.373191421906974,Maize,Clayey,7.067512365009892,1.1674991472054161
2600,Agender,Limited,3.083496146539543,Wheat,Sandy,8.414896272632237,6.634507045863916
2601,Female,Abundant,4.345536942524903,Maize,Sandy,5.315828005387237,5.658389423878945
2602,Male,Abundant,4.320770252278285,Maize,Loamy,5.332880825308053,3.9092611230859267
2603,Third gender,Moderate,4.824531425369476,Maize,Sandy,3.867892786606162,8.988298408935778
2604,Non-binary,Moderate,3.793090374122186,Maize,Loamy,8.027431415444207,7.03146319785354
2605,Non-binary,Limited,1.8310825177589134,Wheat,Clayey,7.175762017170009,9.985189161909037
2606,Female,Moderate,1.0811212595783233,Rice,Clayey,5.0602590955094495,2.517903633938368
2607,Agender,Moderate,2.9176631945084077,Wheat,Loamy,4.77402991658863,1.790810522810459
2608,Two-spirit,Abundant,3.054815462490222,Rice,Clayey,1.6533067885220678,2.2545754071970956
2609,Female,Abundant,1.9610503379957258,Rice,Sandy,1.0585103214557396,3.4236187082613663
2610,Third gender,Moderate,1.4987897884944128,Rice,Sandy,5.76004569878659,4.751082924111604
2611,Female,Moderate,3.344832664762036,Wheat,Loamy,4.757435671164395,8.763429565017486
2612,Transgender,Moderate,4.057022696096565,Wheat,Clayey,8.164330839115879,3.5523258969599794
2613,Pangender,Limited,4.972616414360642,Wheat,Clayey,5.883886506764093,9.23718979024914
2614,Agender,Limited,4.033210468842074,Wheat,Loamy,9.43035439044003,5.16616919564245
2615,Genderqueer,Limited,4.174529657022324,Wheat,Loamy,2.765267189748987,6.823630166850844
2616,Genderqueer,Moderate,3.46584351291519,Rice,Clayey,9.911353063465357,3.3796694265035567
2617,Agender,Moderate,4.9436906358800705,Wheat,Loamy,3.681272748808957,2.404124344211841
2618,Third gender,Limited,3.5598255404582817,Rice,Sandy,6.781815762159754,8.825112465922443
2619,Transgender,Limited,4.441013145598817,Wheat,Clayey,5.516683422549862,1.9855556246814752
2620,Transgender,Moderate,4.783138584963822,Wheat,Loamy,4.236187611243245,7.966191751903204
2621,Male,Abundant,4.719434002002243,Maize,Loamy,2.2537826493890196,6.228858754691717
2622,Pangender,Limited,2.525661375133426,Rice,Loamy,2.213507363069905,8.750240035109641
2623,Non-binary,Moderate,1.3146482332570346,Wheat,Clayey,7.403552446403758,7.460365708883594
2624,Gender neutral,Moderate,1.6874948101569873,Wheat,Sandy,4.398772446786802,3.534976919003876
2625,Third gender,Abundant,1.23689322158643,Wheat,Sandy,9.651681767196484,6.169848375315486
2626,Gender neutral,Moderate,1.4215877393165601,Maize,Clayey,3.9308363785570424,1.1176625764490256
2627,Gender neutral,Moderate,1.7386049835747905,Rice,Loamy,9.851713495731666,5.276965081351861
2628,Agender,Limited,2.364377266349607,Wheat,Clayey,2.8488093093573648,1.7741227201483212
2629,Genderqueer,Limited,3.1741585863003032,Wheat,Clayey,1.925329476079482,4.860504980292967
2630,Genderqueer,Abundant,3.846728237420344,Wheat,Loamy,3.813127601706614,1.9865062719880948
2631,Non-binary,Abundant,1.8437093444260477,Maize,Clayey,8.9702631048573,9.599318262508735
2632,Agender,Moderate,3.6900896169525574,Wheat,Sandy,5.696667500457562,5.70761161666955
2633,Gender neutral,Limited,3.8170362980096786,Rice,Clayey,2.2208509534348724,9.21896186748979
2634,Two-spirit,Abundant,3.234489347464758,Rice,Loamy,2.8224914464368553,1.2012960066918925
2635,Genderqueer,Abundant,4.614471479194842,Rice,Clayey,3.8013459593460697,6.738879554937081
2636,Third gender,Abundant,1.4439792556872426,Rice,Sandy,6.31150064031437,3.762590517339582
2637,Third gender,Moderate,1.708485830409678,Wheat,Clayey,3.991410458898586,4.886460963687126
2638,Male,Limited,2.7146592975579393,Maize,Clayey,7.723486738803945,8.857786556932208
2639,Female,Abundant,1.5068509409369555,Maize,Clayey,6.546642005667669,9.820189852828703
2640,Two-spirit,Limited,3.2651845748963497,Maize,Clayey,8.86441363618006,3.2184275899001715
2641,Genderqueer,Abundant,2.5936018664376976,Wheat,Loamy,5.508656437234278,9.534279568179715
2642,Transgender,Abundant,2.1383831781436737,Maize,Sandy,3.98058772690961,7.198542539935472
2643,Genderqueer,Limited,1.679959252070549,Rice,Sandy,9.966444110228837,9.562725229215436
2644,Male,Limited,2.341352953392841,Wheat,Sandy,4.200699896266202,6.0613029875908895
2645,Third gender,Limited,3.431837403329368,Maize,Clayey,4.857423758024608,9.646806564923235
2646,Gender neutral,Moderate,3.3031408435576464,Rice,Sandy,8.282145028222795,9.032099123326903
2647,Transgender,Abundant,1.6544960008409353,Rice,Loamy,1.7977261050378335,2.1573256710290143
2648,Agender,Moderate,1.4996792429625336,Wheat,Clayey,4.478410954526632,3.797109343915574
2649,Pangender,Limited,1.1067070504354901,Wheat,Clayey,1.7713908409445556,3.187568723612607
2650,Gender neutral,Abundant,1.049702375175729,Maize,Sandy,2.253752800054821,6.148893934452313
2651,Pangender,Moderate,4.519241742878741,Maize,Clayey,1.0417674294820625,8.225194883553328
2652,Two-spirit,Abundant,1.1803554240215597,Maize,Clayey,1.085898633241377,7.834703021981931
2653,Female,Moderate,3.924884439492985,Wheat,Sandy,4.422591005525668,7.54074219055129
2654,Transgender,Limited,4.487940384979828,Maize,Loamy,8.282474244529986,4.377383881620273
2655,Non-binary,Moderate,1.3922313942498303,Maize,Loamy,6.283039245325238,2.2567319346504515
2656,Transgender,Abundant,2.7452056953320705,Rice,Sandy,6.71422639723879,2.8952519826573933
2657,Genderqueer,Abundant,4.849211932697107,Rice,Loamy,5.673243138263978,7.675097136834994
2658,Third gender,Abundant,4.33655464209434,Rice,Loamy,8.378138297535028,2.3278090515360694
2659,Genderqueer,Abundant,2.95881612743142,Maize,Loamy,8.92340852667557,3.00652034440169
2660,Genderqueer,Limited,4.0502844511662115,Wheat,Clayey,8.647666553308378,4.820973875861421
2661,Two-spirit,Moderate,4.333510497726655,Rice,Clayey,8.309188952227352,1.6490118761871668
2662,Gender neutral,Limited,2.392107852754877,Wheat,Clayey,2.6444176620695545,2.9142285469311684
2663,Non-binary,Limited,4.568611667479844,Maize,Loamy,6.34488602828699,2.347913146071129
2664,Non-binary,Limited,2.881893278708627,Maize,Clayey,6.2394687648853315,9.561896046206565
2665,Genderqueer,Abundant,3.11122945423532,Rice,Loamy,5.7514960337287695,2.7237329699040025
2666,Pangender,Abundant,4.998830551287324,Wheat,Sandy,5.327315103670894,8.755927391533543
2667,Two-spirit,Abundant,4.3732118646086455,Rice,Loamy,1.8025342946774514,2.0331837213994755
2668,Genderqueer,Moderate,2.44708002309192,Maize,Clayey,1.9194691051559976,8.827058190722566
2669,Female,Abundant,1.0413823858907998,Wheat,Loamy,9.120534133965611,6.394904076461227
2670,Third gender,Moderate,3.5046962951755787,Rice,Clayey,6.671677952090787,8.647353309021561
2671,Gender neutral,Abundant,3.8156537045124312,Maize,Clayey,3.3608549304820574,8.806138196836217
2672,Agender,Abundant,3.6032107605735186,Rice,Sandy,3.513703502921106,6.367361776006682
2673,Female,Limited,4.871449404652852,Wheat,Sandy,6.491753484837671,9.259247380555216
2674,Pangender,Limited,4.451884109328577,Wheat,Clayey,4.662414771720959,6.269034623361606
2675,Transgender,Limited,2.795326772722594,Wheat,Loamy,4.971917538865851,7.413085700905378
2676,Transgender,Moderate,1.2514299498895238,Wheat,Sandy,1.5458499148007712,4.744724294519494
2677,Female,Moderate,2.9042350780079875,Wheat,Sandy,2.248652683987703,9.226609250238885
2678,Genderqueer,Abundant,3.7569760798480925,Rice,Clayey,4.540153839072963,8.417462850208238
2679,Agender,Moderate,3.4308392329080184,Rice,Loamy,7.297177779412916,2.500418004552347
2680,Male,Abundant,3.1525482708435395,Rice,Sandy,1.4322284883992182,6.187490651842289
2681,Male,Moderate,2.8752758320609653,Rice,Sandy,4.011020135479749,9.071445961782517
2682,Pangender,Moderate,2.1750474921095453,Maize,Loamy,7.255647567410643,8.13758044293056
2683,Genderqueer,Moderate,2.109387046898517,Maize,Sandy,8.128457114052623,9.662975025951924
2684,Non-binary,Limited,3.0009259157032075,Rice,Loamy,2.71198633685782,3.0817151825283533
2685,Non-binary,Moderate,1.642412585718596,Maize,Clayey,7.583384187041115,4.307136698174302
2686,Gender neutral,Limited,2.3627416942992063,Maize,Sandy,9.598705246711265,5.564726992163182
2687,Agender,Limited,2.2959170988403983,Wheat,Clayey,9.161309350868034,3.0940225302453843
2688,Agender,Moderate,3.3485312063368036,Rice,Loamy,8.104384696397581,4.546407296699371
2689,Transgender,Abundant,1.2667292014520983,Maize,Clayey,7.410940174372044,5.837852839818992
2690,Two-spirit,Abundant,4.318674721060381,Maize,Clayey,3.1162447721779327,2.722052827012066
2691,Pangender,Abundant,3.2495135215376085,Rice,Clayey,6.70512904343301,3.3101903683232257
2692,Male,Moderate,3.6833067231037413,Wheat,Loamy,6.7894659442926635,2.1235824982791502
2693,Pangender,Abundant,3.8123756150377313,Rice,Loamy,4.6613919888341915,7.4204326889717365
2694,Non-binary,Limited,2.165936547370146,Wheat,Loamy,5.437139155308438,4.253967338825197
2695,Non-binary,Abundant,2.881486269539466,Maize,Loamy,7.246256393572361,2.9823953786540955
