,Transportation_Method,Storage_Facility_Type,Distribution_Network_Type,Food_Waste_Metrics,Crop_Type,Soil_Texture,Soil_Health_Index,Supply_Chain_Sustainability_Index
2438,Rail,Cold Storage,Local,4.407551929881533, Millet,Clay loam,39.278414537341206,5.88070066621676
2439,Rail,Dry Storage,Regional,3.736099446768287,Beans,Sand,58.38676550205605,3.1822231897275177
2440,Rail,Dry Storage,Regional,2.061478932481376,Beans,Silt,45.905448586993735,2.72497948314227
2441,Ship,Dry Storage,Global,3.751851360474836,Maize,Sandy clay,47.10032061760152,2.2752542553420856
2442,Rail,Dry Storage,Local,4.169826676557053,Beans,Silty clay loam,92.47580414449706,5.076395835161077
2443,Rail,Dry Storage,Regional,2.227177132440405,Beans,Clayey,67.15314240300773,1.197337868100309
2444,Truck,Cold Storage,Local,1.1441495099967498,Rice,Silt,63.84283450263458,5.005407549833788
2445,Ship,Cold Storage,Global,4.7311164987509375,Wheat,Sandy clay loam,78.26357156100181,9.895642229403517
2446,Rail,Cold Storage,Regional,2.380719353182522, Millet,Loam,96.60836795737177,7.030961161500399
2447,Ship,Cold Storage,Global,1.4259270531388255,Beans,Clayey,37.853899512939485,7.838075090803642
2448,Rail,Dry Storage,Local,2.9674274855725895, Millet,Sandy clay,88.34741969764801,2.071048516464363
2449,Rail,Dry Storage,Global,4.073871182656536,Beans,Sand,70.88134259074921,5.257907753410817
2450,Rail,Cold Storage,Global,1.8865892584702366,Beans,Silty clay loam,40.23157476682861,3.576007909231425
2451,Truck,Dry Storage,Local,2.0779602005334534,Maize,Clayey,50.80045230822941,9.046877751901263
2452,Truck,Cold Storage,Global,1.9708599471943327,Rice,Silt,63.76529915253177,2.6316322481252126
2453,Truck,Cold Storage,Local,4.966692211326713,Wheat,Sandy loam,78.38240012041962,5.128599944230678
2454,Ship,Cold Storage,Regional,1.7896149349221702,Wheat,Loam,46.982491186741655,6.2924294651107395
2455,Ship,Dry Storage,Local,3.302080867864496,Maize,Sandy clay,67.44151708273128,5.626369824206794
2456,Truck,Dry Storage,Local,4.701058566627857,Maize,Clayey,77.92701391911032,8.472191751733666
2457,Ship,Dry Storage,Regional,1.587586275511117,Wheat,Silt,61.41185255932544,3.0830785418767634
2458,Rail,Dry Storage,Local,4.8834167914708,Wheat,Silt,90.41181727841231,4.396519993813222
2459,Rail,Cold Storage,Regional,4.789908937582498,Rice,Clayey,90.86213719882831,8.128758669165572
2460,Rail,Dry Storage,Regional,4.53828794823305,Beans,Silty clay loam,62.9483852348312,5.752642705631244
2461,Truck,Dry Storage,Local,1.858226085320009,Rice,Loam,98.10479972862298,4.619056470831616
2462,Ship,Dry Storage,Global,3.5362202240439333,Wheat,Silt loam,35.29095646838131,1.2649826327034837
2463,Truck,Cold Storage,Global,4.043565891844961,Beans,Silt loam,30.235366482605563,7.780468816140484
2464,Ship,Cold Storage,Regional,4.944111712785719,Wheat,Sandy loam,56.646778466274334,9.749638701700842
2465,Rail,Dry Storage,Global,1.7216952883254817,Rice,Loamy sand,72.07679429607565,6.58258308539659
2466,Truck,Dry Storage,Global,4.064103598077185,Rice,Clay loam,74.04401102147625,8.708870986199152
2467,Ship,Dry Storage,Local,2.355204679708452,Rice,Sandy clay,63.351201540568,5.651881688754335
2468,Ship,Dry Storage,Regional,1.7025058622720093,Beans,Silty clay loam,38.74183192684523,3.0851286888102813
2469,Rail,Cold Storage,Regional,2.6855077648554198, Millet,Sandy clay,41.934826525152594,1.1299789381163092
2470,Truck,Dry Storage,Local,4.175343648594465, Millet,Silty clay,89.65035886964064,6.880584408309903
2471,Truck,Dry Storage,Global,2.8593992148162086,Wheat,Silty clay loam,90.75377922174829,5.4379796342342015
2472,Truck,Dry Storage,Regional,3.150092400812194,Beans,Silt loam,77.1728976502504,8.038883323788413
2473,Rail,Cold Storage,Global,4.980637640800484,Maize,Silty clay,76.49525805952177,7.252141756917741
2474,Truck,Cold Storage,Regional,2.596437198229704, Millet,Silty clay loam,71.83774896194652,9.891571313859082
2475,Rail,Dry Storage,Regional,3.4616030188369593,Beans,Loam,44.204811999139174,5.592813250708358
2476,Rail,Dry Storage,Regional,2.4609768064614874,Beans,Loamy sand,59.97754901819322,4.8445731070570845
2477,Rail,Dry Storage,Regional,2.5711425853148198, Millet,Sandy loam,78.7126256024365,3.5806572049536545
2478,Ship,Dry Storage,Global,3.7825630137816324,Beans,Sand,67.6076590402337,5.29175162612147
2479,Truck,Dry Storage,Global,4.7515479043795334,Beans,Silt loam,31.300623383856944,8.8558433031063
2480,Truck,Cold Storage,Global,3.1694358019692856, Millet,Sand,96.74897647040689,1.3819575321256714
2481,Rail,Cold Storage,Global,4.073599715795119,Rice,Clayey,89.13712368005004,9.801100425575699
2482,Rail,Cold Storage,Local,1.3568262352678553,Wheat,Silty clay,48.23815098768165,9.939764748770182
2483,Truck,Dry Storage,Regional,1.8446321497277078,Maize,Sand,73.15212546164074,6.380392407291116
2484,Rail,Cold Storage,Regional,3.0085265636781298,Wheat,Silty clay,94.62675686097315,3.9838978332586126
2485,Truck,Cold Storage,Regional,1.0800468945150992,Rice,Silty clay,36.7207708479556,3.0074407148982143
2486,Ship,Cold Storage,Local,2.011419915050235,Rice,Sandy clay loam,65.21206365576904,3.4884135611639087
2487,Rail,Dry Storage,Global,3.0696051592998645,Beans,Loamy sand,61.937011809240616,1.4509488385447467
2488,Truck,Dry Storage,Regional,1.0598447930252028,Wheat,Clay loam,58.71435036984727,5.27599862635023
2489,Rail,Cold Storage,Global,2.058185144904167,Rice,Silt,88.49120262250474,1.5159184377796526
2490,Truck,Dry Storage,Global,3.056123277903478,Wheat,Loam,56.64523026882201,7.466267932983327
2491,Truck,Cold Storage,Local,3.2925969919249827,Rice,Silty clay loam,34.45643332687053,4.347365099795686
2492,Rail,Cold Storage,Local,4.703006772221222,Maize,Sandy clay,34.60864195150118,2.794282585724469
2493,Ship,Cold Storage,Global,3.5813824930024314,Rice,Clay loam,32.992122456722626,5.903682020524346
2494,Truck,Cold Storage,Regional,2.658943210119975,Wheat,Sandy clay,58.64017953118261,9.763833765187124
2495,Truck,Dry Storage,Regional,4.721404708532271,Beans,Sandy loam,80.2884394388852,7.256179441165765
2496,Truck,Dry Storage,Local,4.1395319335511775,Wheat,Sandy loam,44.26057233513608,5.425721650937442
2497,Ship,Dry Storage,Local,1.8000356844509904, Millet,Loam,75.25279643020846,7.992228693290556
2498,Ship,Dry Storage,Local,1.523369445395279,Wheat,Silty clay loam,78.09619304725929,7.637288247090898
2499,Rail,Cold Storage,Local,3.703246542970932,Maize,Silty clay loam,47.864148681091855,9.025619149520143
2500,Ship,Dry Storage,Local,3.2395326623079352,Maize,Silt loam,72.03903592424405,2.8420205283455275
2501,Rail,Cold Storage,Local,4.158694455171023,Maize,Clayey,77.94078380187932,8.729898186328587
2502,Rail,Dry Storage,Local,3.955220200314746,Rice,Silty clay loam,62.662953596148796,3.70923478337529
2503,Ship,Dry Storage,Regional,3.50084613543006,Maize,Silt,53.57016180960666,9.468990350425873
2504,Rail,Dry Storage,Local,4.945528686515569,Wheat,Clay loam,73.3406086102029,3.5295863405206167
2505,Ship,Cold Storage,Local,3.1343589204416347,Beans,Silty clay,98.44929611296398,9.341636888464086
2506,Rail,Cold Storage,Regional,1.4524230260068793,Maize,Clay loam,59.878898655828465,9.67411643017672
2507,Ship,Cold Storage,Regional,4.313094259263954,Wheat,Clayey,57.42145673995847,2.309422217113128
2508,Ship,Cold Storage,Global,2.007413449382836,Rice,Sandy clay,62.498683169827935,9.770498949365047
2509,Rail,Dry Storage,Local,4.109208592575673,Rice,Sandy clay loam,35.33528754115338,1.7715067158635405
2510,Truck,Cold Storage,Local,4.828428384000206,Beans,Loam,68.72142957699731,2.9671100795126977
2511,Rail,Cold Storage,Local,3.787182055857365,Beans,Loam,53.00881710520845,4.99751902785524
2512,Ship,Dry Storage,Local,3.3841206437992044,Wheat,Silt,38.49954856318837,9.942376291405392
2513,Truck,Dry Storage,Global,2.8415447027001624,Beans,Silty clay loam,62.637971878216135,5.397067460488414
2514,Rail,Cold Storage,Regional,2.457639463981613,Beans,Sandy clay loam,30.23687906017842,5.953684988606373
2515,Rail,Dry Storage,Regional,2.412019003887345,Rice,Silt loam,58.12496716139313,7.249824545712837
2516,Rail,Cold Storage,Local,3.5454908228383624,Wheat,Silt loam,37.401468754851535,9.714642024456563
2517,Truck,Dry Storage,Local,4.005092467750984,Beans,Clay loam,31.70048923798462,8.050162601118199
2518,Ship,Cold Storage,Local,3.7140682779376575,Wheat,Silt,87.71325323711514,3.0173860398132875
2519,Rail,Cold Storage,Global,1.793640404774251,Maize,Sand,94.13741622978444,3.726918375979192
2520,Rail,Cold Storage,Global,2.9759487205739648,Rice,Sand,44.53722538513747,1.8786541564767196
2521,Rail,Cold Storage,Regional,4.166560288732252,Rice,Silty clay loam,67.7508784683983,6.800071277482658
2522,Rail,Cold Storage,Local,2.902816312756225,Rice,Clay loam,49.45707099916895,2.6266627588529943
2523,Rail,Dry Storage,Local,3.1464931189419754, Millet,Silt,64.55042070705275,3.3166439963142915
2524,Ship,Cold Storage,Local,4.084544192683289,Wheat,Sand,60.564192462591215,8.993022896623394
2525,Ship,Cold Storage,Local,3.645061225060366,Maize,Loamy sand,48.833573855634,3.940801077988137
2526,Rail,Cold Storage,Global,2.6373796835295704,Beans,Sandy clay,79.02755057447084,6.099820465187503
2527,Truck,Cold Storage,Regional,4.581650844776876,Maize,Sandy loam,38.854367152417794,4.578094079102593
2528,Ship,Cold Storage,Regional,1.6502682746539143,Wheat,Sandy clay,33.7150947519957,1.6662815866532221
2529,Truck,Dry Storage,Global,4.982065794361299,Rice,Clayey,83.73728031260954,4.265774469070346
2530,Ship,Dry Storage,Local,1.4754103139049488, Millet,Sandy loam,76.6151021854476,4.672613827323378
2531,Rail,Cold Storage,Regional,1.0597998844169556,Wheat,Loamy sand,64.89682869024786,9.061309917203664
2532,Ship,Dry Storage,Regional,4.560075604595059,Wheat,Clayey,62.74528393307791,3.9200558828170555
2533,Rail,Cold Storage,Global,1.9798140334638243,Beans,Loamy sand,64.81879656439983,4.413170077858611
2534,Ship,Dry Storage,Local,3.9187985097868836,Maize,Silt,60.5916853269071,8.046070918051011
2535,Rail,Dry Storage,Regional,4.244061499728277,Maize,Sandy clay loam,57.50246070818254,7.8306098609043815
2536,Rail,Cold Storage,Local,4.435945564128467,Beans,Loam,64.97834220202841,8.184567489836418
2537,Rail,Dry Storage,Regional,4.966376942656667, Millet,Sand,66.99606198118323,9.583936660684037
2538,Rail,Dry Storage,Global,2.1761588401599963,Rice,Silt,78.43316198585347,8.160017485553057
2539,Truck,Cold Storage,Local,3.8409733677090365,Rice,Sandy clay loam,79.78450125138158,4.668473828961019
2540,Rail,Cold Storage,Global,1.4615994331233129, Millet,Loam,56.434035609810124,8.393576652082828
2541,Truck,Dry Storage,Regional,2.6272371654273976,Beans,Silt,58.94783659204421,5.5780716888094455
2542,Truck,Dry Storage,Global,4.391886773250361,Wheat,Silty clay loam,56.15880188153561,3.4994262926670876
2543,Rail,Dry Storage,Global,2.4706321842364334,Maize,Loam,67.55750415379973,3.7262536131791113
2544,Truck,Cold Storage,Global,3.3643815221424562,Wheat,Clayey,61.73474765399367,3.014581497070585
2545,Ship,Dry Storage,Regional,3.0150937748985362,Maize,Sandy clay,92.27175241953356,2.304936620377781
2546,Rail,Dry Storage,Local,3.5838061244481803,Wheat,Loam,78.74528868415308,2.660413706682853
2547,Truck,Dry Storage,Global,4.89157755755078,Beans,Sandy clay,92.90594686281119,1.5686024495843744
2548,Rail,Cold Storage,Local,1.2229421060056085,Beans,Clayey,79.63958940915978,8.996057784391477
2549,Rail,Cold Storage,Regional,3.295846070006519, Millet,Silt loam,97.96945039666699,9.37907028684211
2550,Rail,Cold Storage,Local,4.452115117001139,Wheat,Sandy loam,74.50157447786884,6.28093353244506
2551,Truck,Cold Storage,Global,2.92553084699371,Wheat,Sandy clay,97.44850967141383,8.564406009478166
2552,Ship,Dry Storage,Global,1.3141087437662913, Millet,Loamy sand,41.07189232865983,2.652139923878324
2553,Ship,Cold Storage,Global,3.2421574096670835, Millet,Silty clay loam,33.67343765805827,9.115064427042867
2554,Truck,Dry Storage,Global,2.3282955632952818,Beans,Sand,70.53876296427015,5.557254036674575
2555,Rail,Dry Storage,Global,1.6197671413517436,Beans,Silt loam,98.84452440598425,1.6044849334499958
2556,Truck,Dry Storage,Global,4.3961380531338925,Wheat,Silt loam,59.23236731116778,2.271814700447442
2557,Truck,Dry Storage,Regional,3.0863980519644865,Beans,Clay loam,44.843035353507176,3.7807881470813545
2558,Truck,Cold Storage,Regional,4.733105649516267,Beans,Silt,66.50790144354598,1.392018223192763
2559,Rail,Cold Storage,Regional,4.224066018412277,Wheat,Silt,75.41590372052221,3.7836404021569923
2560,Truck,Cold Storage,Local,3.7718871750946694, Millet,Silt,52.062508686112224,1.5393738980700262
2561,Rail,Cold Storage,Local,1.0201020134612477,Wheat,Loam,80.03385509494817,3.1242484467354266
2562,Truck,Cold Storage,Regional,2.7112938265529998,Rice,Sand,98.2580154932008,3.391027802707974
2563,Ship,Dry Storage,Local,1.7899451266081292,Wheat,Sandy loam,92.78741851974318,9.949320787301145
2564,Truck,Cold Storage,Local,4.643191644195471,Rice,Sandy clay,50.41097614585367,3.1199200638729803
2565,Truck,Cold Storage,Global,1.698335938705441,Wheat,Clayey,52.87065782012188,3.1526780404472228
2566,Ship,Cold Storage,Global,2.144240206637142,Rice,Silty clay,56.007885711471204,7.181100715225465
2567,Rail,Cold Storage,Local,3.0673470709379966,Rice,Silt,57.618694487555175,8.734217306648068
2568,Rail,Dry Storage,Local,2.053454475992317,Wheat,Silt loam,37.02236494352956,4.483498713418779
2569,Truck,Dry Storage,Regional,1.8394587091164847,Beans,Sandy clay,83.33739872225024,8.880562179466231
2570,Ship,Dry Storage,Local,3.3963973004110097,Maize,Sand,55.57374845274903,4.0612781867298136
2571,Rail,Dry Storage,Global,1.3557180910200954,Beans,Silt loam,91.58739836938165,2.773142916535174
2572,Truck,Dry Storage,Local,1.232671034883699,Rice,Loamy sand,94.8858436184076,3.9667494189495116
2573,Ship,Cold Storage,Regional,2.4889811807442856,Wheat,Sand,31.710191651538167,6.484207365351931
2574,Rail,Dry Storage,Global,3.8826578180314493,Wheat,Loam,99.19521489497444,4.304288433808663
2575,Rail,Dry Storage,Global,3.219227033095792,Wheat,Silt,79.70159120501292,7.056044235903599
2576,Ship,Dry Storage,Global,2.6915058738671154,Wheat,Sandy clay loam,66.42745581950736,3.1324229148023415
2577,Ship,Cold Storage,Global,3.2630062568983296,Maize,Silty clay loam,57.26693258607873,7.308936045902339
2578,Ship,Cold Storage,Local,2.4618059386130944, Millet,Silt loam,66.2962692826799,4.1269452692362005
2579,Ship,Dry Storage,Regional,4.744585341728452,Rice,Clay loam,52.72373067849111,5.102815344417411
2580,Truck,Cold Storage,Local,1.2196195636430973,Maize,Clay loam,73.58814695875839,6.0197062639860635
2581,Ship,Cold Storage,Local,3.693565916119341,Beans,Silty clay,36.50861935113539,7.176025028673943
2582,Rail,Dry Storage,Global,4.565130659311002, Millet,Silty clay loam,73.4785822038267,3.148423226638603
2583,Rail,Cold Storage,Regional,4.215538834941014, Millet,Sandy loam,49.27413950969109,8.523509836697293
2584,Truck,Cold Storage,Global,1.736164139285787,Wheat,Sandy loam,31.234438033664247,7.496584747797158
2585,Rail,Cold Storage,Local,2.1837053959211534,Maize,Silty clay loam,68.68940363140143,3.106881271215995
2586,Rail,Dry Storage,Local,3.868191754828419,Beans,Sandy clay loam,70.49134290968874,9.774771063426194
2587,Ship,Dry Storage,Global,1.3370822367230621,Wheat,Loam,59.85983032980752,6.983172919274126
2588,Rail,Dry Storage,Local,4.247446799330336,Wheat,Sand,35.060036278522176,5.07184197820035
2589,Truck,Cold Storage,Local,3.8756277784191613,Rice,Sandy clay loam,92.5340066962934,2.4177459299816473
2590,Ship,Dry Storage,Global,3.9184265969413703, Millet,Sandy clay,72.80015650595223,5.798989020773183
2591,Ship,Cold Storage,Local,1.4009654810703656,Beans,Silt,38.09993096982787,2.4829829814440636
2592,Truck,Cold Storage,Regional,3.8710421792649234, Millet,Sandy loam,65.76514036159034,4.8654251082805935
2593,Ship,Cold Storage,Global,3.71927250087988,Maize,Silt loam,64.807802116393,4.67841270465567
2594,Ship,Dry Storage,Regional,4.323689963287402,Rice,Sandy loam,34.22813081550489,7.479456799127141
2595,Truck,Dry Storage,Local,1.166383825025878,Wheat,Clay loam,72.48017925220633,2.731448631018248
2596,Ship,Dry Storage,Local,1.0924426738711688,Rice,Silt loam,86.58284792450951,8.396842193837612
2597,Truck,Dry Storage,Global,2.492028399514243,Wheat,Sandy clay,82.43056379739346,3.935190943145492
2598,Truck,Cold Storage,Local,1.5951531353966115,Rice,Sandy clay,44.207858991492834,4.995897642718976
2599,Rail,Dry Storage,Global,3.2335379102808877,Wheat,Silt,90.36047706879481,7.951068779984583
2600,Rail,Cold Storage,Global,4.669395606026995, Millet,Loamy sand,53.97795159615457,6.628531597421633
2601,Ship,Dry Storage,Global,2.565918921336063, Millet,Clay loam,96.2555864804359,3.7722281662174364
2602,Ship,Dry Storage,Global,4.3798015090904165, Millet,Silty clay loam,35.02235749579996,4.47582632091293
2603,Truck,Dry Storage,Global,1.000963498071466, Millet,Sandy loam,64.03460819638899,3.7520813259064916
2604,Ship,Cold Storage,Regional,1.6740585738367368,Rice,Silt,71.79870640242845,6.352931505494414
2605,Truck,Cold Storage,Global,1.1216941586163425,Wheat,Silt,47.33550689322233,3.9936207988615573
2606,Truck,Cold Storage,Regional,2.3125887220602745, Millet,Loamy sand,83.99661321041594,7.531279253048267
2607,Ship,Cold Storage,Local,4.632758382786012,Rice,Sandy clay,73.8826975867502,6.218084427253535
2608,Truck,Cold Storage,Global,1.387808494395951,Wheat,Clay loam,31.267660610156888,2.311359505727581
2609,Rail,Dry Storage,Local,3.4256391069752015,Rice,Silt loam,72.58580134873651,3.7924175681189416
2610,Ship,Cold Storage,Global,2.8059837564777768, Millet,Silty clay,64.40347640929124,2.993026977191402
2611,Rail,Cold Storage,Regional,4.753872849463249,Maize,Silty clay,43.72204411924554,4.512818912963368
2612,Ship,Cold Storage,Regional,1.4900765701483754,Rice,Clay loam,99.70237589416708,5.6438567758842675
2613,Truck,Cold Storage,Regional,1.8481114020089158, Millet,Clay loam,92.80135363793305,5.5608657155569885
2614,Ship,Dry Storage,Local,1.118167874445973,Beans,Clayey,50.475538652034444,7.790713089069601
2615,Rail,Cold Storage,Global,2.735740998525495,Wheat,Sandy loam,67.87496445590314,2.702546772415384
2616,Truck,Dry Storage,Local,2.111331598258617, Millet,Silt loam,52.155149793720355,9.518255463677022
2617,Ship,Dry Storage,Regional,4.479623735561283,Beans,Sandy clay loam,84.28470261452546,4.0856059619395175
2618,Ship,Dry Storage,Local,3.4197632527910202,Rice,Silt loam,95.12320032375186,3.7022396222452465
2619,Ship,Cold Storage,Regional,3.4563629519028067,Rice,Silt,55.11800248400685,7.166607203621978
