,Climate_Adaptation_Measures,Disaster_Risk_Reduction_Practices,Climate-Resilient_Crop_Varieties,Crop_Type,Soil_Type,Soil_Health_Index,Farm_Resilience_Index
2678,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Sandy,1.9072430638170184,3.2365209475204617
2679,Drought-Resistant Crops,Early Warning Systems,No,Maize,Sandy,2.2647135176207724,2.9980948084688883
2680,Water Conservation,Emergency Preparedness,No,Rice,Sandy,7.610431605499459,5.939337971468916
2681,Drought-Resistant Crops,Early Warning Systems,No,Rice,Sandy,8.784717034874323,9.15544571078704
2682,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Loamy,5.827146651096004,9.214539634795578
2683,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,3.6014475965120125,1.4928739977324295
2684,Water Conservation,Early Warning Systems,Yes,Rice,Loamy,4.16183990727858,1.7190946085670418
2685,Water Conservation,Early Warning Systems,No,Maize,Clayey,4.086003966364504,3.2060715145510916
2686,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,3.94010293428561,3.2955350722252743
2687,Cover Cropping,Emergency Preparedness,Yes,Maize,Clayey,3.1861870463948483,1.85400257715326
2688,Cover Cropping,Emergency Preparedness,Yes,Wheat,Clayey,6.479803851663098,4.496170070560964
2689,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,9.103647867085606,6.289528534221585
2690,Cover Cropping,Emergency Preparedness,No,Maize,Loamy,3.7637417177500705,6.203459805395173
2691,Water Conservation,Emergency Preparedness,Yes,Rice,Loamy,2.6802486771527088,5.890867131327334
2692,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Clayey,8.547198997342823,4.048047323987475
2693,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,7.676049978007329,7.358101167849226
2694,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,9.377533284039194,8.438355468829641
2695,Cover Cropping,Early Warning Systems,No,Wheat,Clayey,2.4896776204441866,4.116468398296676
2696,Drought-Resistant Crops,Early Warning Systems,No,Rice,Clayey,2.298261827049324,1.7698182336951578
2697,Cover Cropping,Emergency Preparedness,No,Wheat,Loamy,5.87286454874497,3.6669722598267085
2698,Drought-Resistant Crops,Early Warning Systems,No,Maize,Clayey,6.529902893515858,2.236317891174125
2699,Drought-Resistant Crops,Early Warning Systems,No,Rice,Loamy,5.321560976736306,5.2062285450446275
2700,Cover Cropping,Emergency Preparedness,No,Rice,Clayey,6.390699726914879,2.4034163618447044
2701,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,2.623417919875642,5.165602818921796
2702,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Clayey,5.316523787476751,2.98902603092183
2703,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,6.922833048457011,7.648579949161626
2704,Cover Cropping,Early Warning Systems,No,Maize,Sandy,4.894358043238333,1.2481141675226106
2705,Cover Cropping,Early Warning Systems,No,Maize,Loamy,7.115026022349381,5.99271673448733
2706,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Clayey,5.060721524984556,2.5253944742805103
2707,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Sandy,4.002396227580496,1.0089267802266435
2708,Cover Cropping,Early Warning Systems,Yes,Wheat,Sandy,3.7324454237838314,8.822800792583264
2709,Cover Cropping,Early Warning Systems,Yes,Maize,Clayey,4.6981185308972915,7.043750090326609
2710,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Sandy,1.2078066041398074,1.8904853984547105
2711,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Sandy,7.016726246015024,6.9766513091547
2712,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Sandy,8.605950768822357,6.504825994638387
2713,Water Conservation,Emergency Preparedness,Yes,Wheat,Loamy,4.191643849988067,5.26021018338883
2714,Cover Cropping,Early Warning Systems,Yes,Maize,Loamy,1.414298225275467,4.773322885830526
2715,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,9.880980376470019,8.983627866241614
2716,Cover Cropping,Emergency Preparedness,No,Wheat,Clayey,3.373284299059603,3.2063321790770614
2717,Cover Cropping,Emergency Preparedness,Yes,Rice,Clayey,2.139590095216957,4.584790513120449
2718,Cover Cropping,Emergency Preparedness,Yes,Maize,Loamy,4.327772571757252,3.9620387160534456
2719,Cover Cropping,Early Warning Systems,Yes,Wheat,Clayey,7.64701336570201,7.9408092613297026
2720,Cover Cropping,Early Warning Systems,No,Maize,Sandy,3.6452493720150914,9.248187756092854
2721,Cover Cropping,Early Warning Systems,No,Maize,Clayey,6.1723288352753904,8.648035288662074
2722,Cover Cropping,Emergency Preparedness,No,Maize,Loamy,4.74003994993428,8.179335372697917
2723,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,2.059875930489566,9.881109510130747
2724,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Sandy,3.972583112428992,7.274300953693467
2725,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,7.523834551426599,7.759484120921804
2726,Water Conservation,Emergency Preparedness,No,Rice,Loamy,6.5080350759830115,9.84522285734517
2727,Water Conservation,Early Warning Systems,No,Rice,Loamy,2.078005418952049,1.0629170685925668
2728,Water Conservation,Early Warning Systems,Yes,Wheat,Clayey,2.469901687428777,6.706435387927285
2729,Water Conservation,Emergency Preparedness,Yes,Rice,Loamy,6.766600233767009,7.650743787579606
2730,Cover Cropping,Emergency Preparedness,No,Rice,Clayey,8.32073872888782,9.260443483814754
2731,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,4.145270463623524,8.954598737659085
2732,Cover Cropping,Early Warning Systems,Yes,Rice,Loamy,6.3577967665910515,8.57764613110415
2733,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Clayey,2.5357922987689476,9.512121447475334
2734,Drought-Resistant Crops,Early Warning Systems,No,Rice,Clayey,3.8023870321479145,5.836412691223368
2735,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,1.1824318510574734,1.0622808602634408
2736,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,7.914483530195703,1.0994895882730857
2737,Water Conservation,Early Warning Systems,Yes,Maize,Clayey,4.609088377956701,5.901751500560723
2738,Cover Cropping,Early Warning Systems,Yes,Maize,Loamy,8.345130162885585,4.917450149775472
2739,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Sandy,7.375356964204537,5.061205480289036
2740,Water Conservation,Emergency Preparedness,No,Maize,Clayey,8.458698391556293,4.603642634890333
2741,Water Conservation,Emergency Preparedness,No,Wheat,Clayey,3.570928026245945,9.259532281821121
2742,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Loamy,2.6659785738506074,4.232533160528109
2743,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Clayey,9.747151143865034,8.706042475867749
2744,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,7.455950083367826,9.125783144124767
2745,Water Conservation,Early Warning Systems,No,Maize,Loamy,8.506380411340032,5.495515929990593
2746,Cover Cropping,Early Warning Systems,Yes,Wheat,Clayey,1.1182003633894035,5.022442336285795
2747,Water Conservation,Emergency Preparedness,No,Rice,Clayey,4.190154582662979,7.849185437939021
2748,Cover Cropping,Early Warning Systems,No,Rice,Loamy,7.685350215195985,7.371743568758942
2749,Water Conservation,Emergency Preparedness,No,Maize,Loamy,1.7018454969098498,3.9568160493658535
2750,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,6.106059366120421,1.9229331333218191
2751,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Sandy,4.861654907095029,3.383671601642323
2752,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,1.1585485642699656,2.1792565523106906
2753,Water Conservation,Early Warning Systems,No,Rice,Clayey,3.1237801940750627,3.6525904819902224
2754,Water Conservation,Early Warning Systems,Yes,Maize,Clayey,3.563127901600428,3.3563940902271914
2755,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Loamy,2.0067395171169022,6.739402814980422
2756,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Clayey,6.683832187683944,9.590464256093018
2757,Cover Cropping,Early Warning Systems,Yes,Maize,Clayey,3.1815808862670014,7.171693590974352
2758,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,3.498575496574495,9.339844672581126
2759,Cover Cropping,Emergency Preparedness,Yes,Wheat,Sandy,9.084147383801326,8.05719032747599
2760,Water Conservation,Emergency Preparedness,No,Wheat,Sandy,5.204107834238255,7.5508985986405595
2761,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,4.529153322723451,4.7265574619200725
2762,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Clayey,7.514839344832455,3.9231505257703176
2763,Water Conservation,Early Warning Systems,No,Maize,Loamy,9.186524171946209,8.616496352256274
2764,Cover Cropping,Early Warning Systems,No,Rice,Sandy,1.2253270261369944,9.148539096361048
2765,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Clayey,5.034149618998568,5.066942442858388
2766,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,6.497032204701525,1.0815678836797997
2767,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,3.8670678831339065,8.132779530158235
2768,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,7.951669499109175,3.5656195642506248
2769,Water Conservation,Emergency Preparedness,No,Rice,Loamy,9.743293632432465,1.0889907851522866
2770,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Clayey,9.490846296252549,8.244897030785099
2771,Water Conservation,Early Warning Systems,No,Maize,Clayey,3.3938428544194768,5.656727699352084
2772,Water Conservation,Early Warning Systems,Yes,Maize,Sandy,3.037044505937374,7.166896717046222
2773,Water Conservation,Emergency Preparedness,No,Wheat,Loamy,9.61741477919099,9.232208390300297
2774,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Clayey,5.127656386883193,5.870564471242949
2775,Cover Cropping,Emergency Preparedness,Yes,Rice,Loamy,2.8746795077622256,5.528746653210692
2776,Water Conservation,Early Warning Systems,Yes,Rice,Loamy,7.362972672673764,3.615959092134372
2777,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Sandy,3.5597829151341243,3.7467445099595738
2778,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Loamy,3.405222775639471,8.168878594266813
2779,Cover Cropping,Early Warning Systems,No,Rice,Loamy,8.913241387700062,5.041263210273433
2780,Water Conservation,Early Warning Systems,Yes,Rice,Loamy,2.462312380392131,2.4717358774730833
2781,Water Conservation,Emergency Preparedness,Yes,Wheat,Clayey,1.5795365181961274,1.8507588760044604
2782,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,3.422677961545185,5.256281051756014
2783,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,6.4625087155438345,5.184595212559574
2784,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Loamy,2.107790680629435,6.8811245038485644
2785,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Loamy,5.244352050491144,5.239607299706266
2786,Cover Cropping,Early Warning Systems,Yes,Rice,Clayey,6.646033993827878,2.2912813372079324
2787,Water Conservation,Emergency Preparedness,Yes,Rice,Sandy,8.638632933338565,5.570225963186622
2788,Drought-Resistant Crops,Early Warning Systems,No,Rice,Clayey,3.068826320820289,9.161104634974226
2789,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Sandy,8.356116910445106,2.4349727045819116
2790,Water Conservation,Emergency Preparedness,No,Maize,Clayey,3.114156350181147,7.207791768799741
2791,Drought-Resistant Crops,Early Warning Systems,No,Maize,Loamy,7.090898871156765,6.344733384689739
2792,Water Conservation,Emergency Preparedness,No,Maize,Clayey,4.8760621433420965,7.7372715404062244
2793,Water Conservation,Early Warning Systems,No,Maize,Loamy,2.0321311814080314,2.355402460848335
2794,Water Conservation,Early Warning Systems,Yes,Wheat,Sandy,7.428371165396639,9.474448032153951
2795,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,2.95986356694116,6.5886978499044275
2796,Cover Cropping,Emergency Preparedness,No,Maize,Loamy,2.589610834221323,8.623640239220231
2797,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,4.224906357304449,3.21946087312212
2798,Water Conservation,Emergency Preparedness,Yes,Wheat,Clayey,6.879612202835352,7.654716004581654
2799,Water Conservation,Emergency Preparedness,No,Rice,Loamy,3.1059683091156502,8.029276339005271
2800,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,2.6529538490369715,4.576917451483681
2801,Drought-Resistant Crops,Early Warning Systems,No,Maize,Clayey,1.089582631420279,4.455581075950799
2802,Water Conservation,Early Warning Systems,Yes,Maize,Clayey,5.244787873915512,6.920166385231743
2803,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Sandy,4.857810123836645,1.8406691358419436
2804,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Sandy,3.1048096927363864,7.620617351957581
2805,Water Conservation,Emergency Preparedness,Yes,Maize,Clayey,1.4828694760872168,1.3859808385546983
2806,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,4.863302871362532,2.7153127100874337
2807,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Sandy,8.093845999644682,6.977293815172305
2808,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Sandy,7.437539181944593,1.8849130038276745
2809,Cover Cropping,Early Warning Systems,Yes,Rice,Loamy,8.747154008741532,9.74657882329111
2810,Cover Cropping,Early Warning Systems,Yes,Maize,Loamy,1.0862441894184007,8.815565885157106
2811,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,9.697773851241386,6.636720991660629
2812,Cover Cropping,Early Warning Systems,No,Wheat,Loamy,4.072710273647035,8.37151710102415
2813,Cover Cropping,Emergency Preparedness,No,Rice,Clayey,9.913580164827684,8.988220437306111
2814,Cover Cropping,Emergency Preparedness,Yes,Maize,Clayey,3.273575145415972,3.3352808461463663
2815,Cover Cropping,Emergency Preparedness,Yes,Rice,Clayey,5.243827488204203,8.644704291543874
2816,Drought-Resistant Crops,Early Warning Systems,No,Rice,Sandy,4.185349089177733,2.753144052738416
2817,Water Conservation,Emergency Preparedness,Yes,Wheat,Loamy,4.201846434948724,4.720080377339338
2818,Cover Cropping,Early Warning Systems,No,Wheat,Clayey,8.580538888733942,6.024336681237394
2819,Drought-Resistant Crops,Early Warning Systems,No,Rice,Loamy,7.717770457636049,7.425018667666292
2820,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Clayey,9.929362917070433,1.2712718595027523
2821,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,6.521632144457612,3.614584715003701
2822,Cover Cropping,Early Warning Systems,No,Wheat,Clayey,5.169309439550524,6.476671883893513
2823,Cover Cropping,Emergency Preparedness,No,Wheat,Clayey,1.8106647665220201,4.216318112342069
2824,Water Conservation,Emergency Preparedness,No,Rice,Clayey,9.96905277562471,7.975225500665441
2825,Cover Cropping,Early Warning Systems,No,Wheat,Clayey,5.963775876390546,6.864869450356446
2826,Cover Cropping,Early Warning Systems,No,Maize,Clayey,7.3042972272112765,3.109613083513622
2827,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Clayey,4.6606814847218025,2.3133608163309978
2828,Water Conservation,Emergency Preparedness,No,Wheat,Clayey,5.929441373613123,6.661422942283454
2829,Cover Cropping,Emergency Preparedness,No,Wheat,Clayey,9.483199587035985,5.054205949342819
2830,Cover Cropping,Emergency Preparedness,No,Maize,Clayey,2.497774941384425,2.5206133699118674
2831,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Loamy,3.6313532589722914,3.937367847865396
2832,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Loamy,2.368537550002291,3.7274207348672794
2833,Cover Cropping,Early Warning Systems,No,Rice,Sandy,8.129943134242971,1.9731877510543758
2834,Water Conservation,Emergency Preparedness,No,Rice,Clayey,1.558407343796466,5.922181173387052
2835,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,1.7346848486620448,7.872837705212987
2836,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,3.6864470150863182,6.179201999676883
2837,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,5.6276936282891015,8.436622284436172
2838,Cover Cropping,Early Warning Systems,Yes,Rice,Loamy,4.656473205036279,2.148116924938882
2839,Drought-Resistant Crops,Early Warning Systems,No,Maize,Loamy,1.4033467960372654,4.920506720400015
2840,Cover Cropping,Emergency Preparedness,Yes,Wheat,Loamy,9.617424020838564,6.484735932922892
2841,Water Conservation,Emergency Preparedness,No,Maize,Sandy,9.575825683222753,7.084014048477166
2842,Water Conservation,Emergency Preparedness,No,Maize,Loamy,3.514206909166839,7.262076757810843
2843,Cover Cropping,Early Warning Systems,Yes,Rice,Sandy,7.5837305374172335,7.560688843880929
2844,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Sandy,6.2071787024490135,6.86286830976415
2845,Water Conservation,Early Warning Systems,Yes,Wheat,Clayey,3.1372902550506168,1.848052800467809
2846,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Clayey,3.359543965674539,7.257751098420668
2847,Water Conservation,Early Warning Systems,No,Wheat,Clayey,5.420378568794054,7.523043910969488
2848,Cover Cropping,Early Warning Systems,No,Wheat,Loamy,4.773132473476242,9.941319409002645
2849,Cover Cropping,Emergency Preparedness,No,Maize,Clayey,3.6210639540813783,7.240261930310133
2850,Cover Cropping,Early Warning Systems,Yes,Wheat,Loamy,8.26760436674634,7.181473561763941
2851,Water Conservation,Early Warning Systems,No,Maize,Loamy,5.3331662587364645,5.633319611637748
2852,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Clayey,6.893632561502151,8.811306177266026
2853,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Clayey,2.7034615015108794,9.971512857650424
2854,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Sandy,5.80156896264838,8.011403831776889
2855,Water Conservation,Early Warning Systems,No,Rice,Sandy,3.8617844450195937,6.512503400720275
2856,Water Conservation,Emergency Preparedness,No,Maize,Loamy,5.737722493553904,1.7105934423841136
2857,Water Conservation,Emergency Preparedness,Yes,Wheat,Loamy,8.027432500698353,7.540652185566648
